"Wavelength","T.16.100","T.16.101","T.16.103","T.16.107","T.16.108","T.16.110","T.16.111","T.16.112","T.16.113","T.16.116","T.16.117","T.16.119","T.16.120","T.16.31","T.16.32","T.16.33","T.16.34","T.16.35","T.16.36","T.16.38","T.16.39","T.16.40","T.16.42","T.16.43","T.16.45","T.16.46","T.16.48","T.16.49","T.16.55","T.16.56","T.16.59","T.16.60","T.16.91","T.16.92","T.16.93","T.16.94","T.16.96","T.16.97","T.16.98","WI.9.1","WI.9.10","WI.9.11","WI.9.12","WI.9.15","WI.9.17","WI.9.18","WI.9.19","WI.9.2","WI.9.20","WI.9.22","WI.9.23","WI.9.24","WI.9.28","WI.9.3","WI.9.4","WI.9.5","WI.9.61","WI.9.62","WI.9.64","WI.9.67","WI.9.69","WI.9.7","WI.9.71","WI.9.72","WI.9.74","WI.9.75","WI.9.78","WI.9.79","WI.9.8","WI.9.81","WI.9.82","WI.9.83","WI.9.84","WI.9.85","WI.9.86","WI.9.87","WI.9.88","WI.9.9"
380.082693897,0.23279192093,0.224936641367,0.174333384793,0.190831430919,0.228393580569,0.216339405009,0.173534682073,0.195772579999,0.193747567893,0.223292999529,0.207261771585,0.167525189418,0.256361947768,0.721342637431,0.264402411872,0.289544361498,0.178618119231,0.194026319174,0.252356990561,0.214654813457,0.19626279393,0.258540080134,0.159725617649,0.228619991808,0.228544508279,0.199356873922,0.382563208269,0.233020637419,0.181114653074,0.317063811621,0.21275832799,0.222324672524,0.24689010833,0.194444781852,0.139709664782,0.169299565951,0.220913297783,0.129496221945,0.260241767939,0.524472160395,0.556989781646,0.440739660446,0.865970841765,0.402039587262,0.476497396338,0.90716705803,0.539190272735,0.301610096265,0.556829021148,0.46411824373,0.452587624438,0.591095823482,0.264156561607,0.867282910684,0.306911367103,0.428009950639,0.350224830419,0.445564517019,0.28487912825,0.49158471776,0.38950512601,0.490479642147,0.46816186175,0.328693207778,0.36744199469,0.637685092251,0.431247836964,0.359921109982,0.775262313637,0.338206842702,0.378386752758,0.286946380778,0.288850045631,0.500951805577,0.324436775649,0.486360472962,0.399235144598,0.577063023696
380.457242063,0.215612963171,0.216067325356,0.200367776823,0.200440859614,0.214554629707,0.17586097405,0.150964492189,0.183455311867,0.198690258055,0.187054750457,0.168804689533,0.157999618329,0.18925731206,0.708141810392,0.278541734255,0.275751077379,0.200221648127,0.153384330665,0.271340202348,0.172764019054,0.221096936897,0.237658373476,0.129151400652,0.204922327679,0.203227158266,0.199710584544,0.359476291048,0.225952884614,0.180862501289,0.328460232048,0.15476377433,0.226884014823,0.288452714887,0.150899277911,0.143784838396,0.183877230114,0.210346899389,0.144298340652,0.262819338831,0.631359009931,0.60423066003,0.424389895922,0.949887839382,0.463962559071,0.407700369475,0.936150868713,0.637513686165,0.289797419693,0.539804603047,0.453366254673,0.453104631483,0.566303221194,0.301998528335,0.819645299641,0.31981195234,0.414347258169,0.352159484115,0.410536588417,0.286487982233,0.460091459221,0.363926285639,0.52166728057,0.377996363084,0.306640454548,0.36296886937,0.678806407119,0.459294832006,0.357583020752,0.64926852411,0.337484600098,0.313792594654,0.290606245656,0.288631768479,0.503228541921,0.306547128131,0.446485941129,0.403130656521,0.563596273704
380.831754184,0.234157961947,0.226451459425,0.233634940573,0.184078357384,0.223377572605,0.22925146748,0.163203236704,0.18003344481,0.225424411185,0.232963408726,0.180561783661,0.171472099607,0.201962598372,0.621864896386,0.244446554859,0.301117212148,0.191265824742,0.153099260772,0.263779548998,0.190318617208,0.202866003492,0.259399536351,0.132740819349,0.223596415886,0.244906125782,0.202866003492,0.371405923757,0.223013078683,0.190791962739,0.299115651029,0.220832516034,0.282255994789,0.268851541461,0.195007126993,0.177335750542,0.156399528649,0.237158799466,0.130026470001,0.273492092777,0.550791207474,0.580953755179,0.489999032911,1.09571255911,0.464233232368,0.483180663348,0.871478761412,0.682918861796,0.354609300206,0.549089606258,0.405194906765,0.47633709354,0.616242295849,0.307531794553,0.914398537557,0.310641208852,0.45097703046,0.375527373259,0.449747082083,0.232963408726,0.495149901752,0.357877293714,0.422494357887,0.35332863051,0.300332893617,0.370279348594,0.664610581909,0.482517921754,0.41699253315,0.808769024724,0.291797600792,0.341394846875,0.298508306734,0.308151898967,0.546166089406,0.317833167566,0.543566889184,0.380315903595,0.572073513179
381.206230246,0.226819952022,0.196660435287,0.175279493433,0.180726990532,0.191199935655,0.209104883258,0.128938469721,0.134772446067,0.190191560262,0.172067644908,0.180173004157,0.149709748384,0.16995956132,0.558420219992,0.210817818812,0.320132067161,0.163281645293,0.145713845624,0.238129801243,0.172974251212,0.18282622868,0.246720131545,0.131845661827,0.188620646005,0.212670105777,0.189688249203,0.33113833699,0.178576557212,0.155134171985,0.280789678203,0.178086521073,0.238551787818,0.252058702367,0.161333471306,0.138612583761,0.133886808274,0.186306071448,0.13052678601,0.293219167765,0.535659096977,0.513368755974,0.397229630812,0.870313724395,0.408633405454,0.431282519283,0.822961828445,0.501476694228,0.298680043112,0.471590823149,0.389292043966,0.397940008672,0.557099505901,0.274629369498,0.864922413315,0.299893948165,0.363396714191,0.342430806146,0.421951826774,0.224225103058,0.394399682355,0.362740609313,0.400282322495,0.383653703646,0.281876773844,0.318860340097,0.527644526563,0.398244812392,0.325772334513,0.620229099025,0.296664377738,0.303719638849,0.255410656283,0.250609361853,0.466684840752,0.310061019194,0.429640572216,0.377408966343,0.506272712474
381.580670231,0.246926830288,0.22111563273,0.220281129736,0.217532219003,0.217022707893,0.235088428287,0.166542583103,0.1789584112,0.230205698085,0.232574224081,0.18982224366,0.171386172108,0.218872536639,0.680855232122,0.279925295952,0.309295095216,0.183648461985,0.171157023187,0.267523291591,0.204042754154,0.219704334796,0.233498817306,0.149921363447,0.214420804333,0.224210840357,0.191079593973,0.348826128316,0.230928044861,0.192400734179,0.316198249585,0.212023124218,0.236084897898,0.283322855145,0.184297323131,0.170241634663,0.175473815224,0.2093258291,0.14385554817,0.300952767162,0.6053938759,0.617708393978,0.465650168079,1.03858270441,0.436944973186,0.482561664756,0.893541311039,0.613723281763,0.316678398314,0.53156388426,0.408533558931,0.473966093547,0.56869631195,0.302965185043,0.963571622137,0.334077006007,0.42589150377,0.365883610127,0.422609149123,0.267308842826,0.447962022923,0.376045131125,0.486924100196,0.3738475579,0.319087137057,0.402247866475,0.62416162537,0.4402314844,0.374578847455,0.750620014303,0.349343761848,0.318122037811,0.286747203735,0.310398566362,0.487991892112,0.296573289896,0.483383636443,0.388334669599,0.619634315014
381.955074123,0.252603512577,0.235153644892,0.195336800082,0.20075375895,0.215327094859,0.191782667696,0.149240716045,0.173629352831,0.219911392328,0.223639816641,0.193525979605,0.159979540485,0.208852004714,0.691436155135,0.25746144334,0.278772889642,0.180823281113,0.165930411136,0.244196889048,0.191722678127,0.197459011197,0.246436399894,0.135586741466,0.197763032548,0.218250364042,0.20284112689,0.357822218163,0.226294872068,0.194792760713,0.308736113019,0.221514548383,0.270712013221,0.259139607973,0.178897101234,0.160091069628,0.154164122265,0.227270303672,0.154439288264,0.274179452653,0.614345151276,0.560379830901,0.424607829657,0.92859032146,0.455084100327,0.447019178063,0.864787376824,0.619293974882,0.31794299289,0.563333748077,0.421033369299,0.491076321352,0.589962717541,0.323432289904,0.856946902442,0.340920796391,0.376049550609,0.389553951558,0.430908799595,0.253017783974,0.476620049261,0.381493874416,0.443899001141,0.381308199132,0.349720611887,0.374584812351,0.61561687834,0.468375877976,0.350498066165,0.734443143276,0.310703921016,0.333790741322,0.287958378857,0.309915727548,0.548488185259,0.311493547565,0.459840206111,0.377427243893,0.597531652266
382.329441906,0.222117817322,0.193836837865,0.199700461594,0.195762492041,0.203306107357,0.204166096711,0.16184090358,0.189475635086,0.195641888185,0.216894500103,0.182166489201,0.160448665156,0.199700461594,0.697320807077,0.2352595458,0.300262148077,0.178673485262,0.138759250832,0.234138104273,0.206818190832,0.214117429574,0.249629907385,0.121341599003,0.217211202868,0.211608137705,0.189891939311,0.346181626786,0.225140238738,0.178267792116,0.333492619944,0.187932846672,0.241848462881,0.239774496228,0.15811970551,0.152078587236,0.14628176824,0.212108837553,0.141837860638,0.2726939701,0.605687172012,0.587475091364,0.437731350076,0.967864724732,0.419686847382,0.470637419358,0.940885534545,0.61051877718,0.319637051527,0.565027806714,0.356449522028,0.452618008597,0.618905850565,0.314533275044,0.910453057224,0.308627629489,0.413469641719,0.376919086199,0.463429046708,0.262377701624,0.432498823142,0.381149857939,0.506242659781,0.406065874245,0.306365470809,0.384396761211,0.677308866653,0.457769322153,0.377651918234,0.784811389011,0.322938462393,0.305432840926,0.281494343613,0.286370787464,0.521165751549,0.286222209125,0.489318384297,0.371100525888,0.612876089726
382.703773563,0.238205733076,0.250658599475,0.215863149155,0.197453580181,0.229507637897,0.240861607539,0.193146852605,0.18465944233,0.194940674281,0.225515177069,0.210410256403,0.177746048014,0.229920717808,0.704393288884,0.264372977306,0.333658909875,0.209508060323,0.158393091984,0.284853411678,0.213696518653,0.237243973277,0.257021545405,0.140826596096,0.233596679396,0.236164533247,0.187380962396,0.374834239801,0.254577633784,0.19330962148,0.336894593685,0.219767462173,0.256707453772,0.280254838942,0.185991389893,0.169859944191,0.157742613348,0.23270447649,0.155797002743,0.28552392977,0.588706566678,0.621181845231,0.46077720284,1.01919453309,0.443542987275,0.468991774194,0.916149805536,0.640348283016,0.350863211772,0.558617479083,0.482087072284,0.503276371354,0.638378002804,0.319570853518,0.829156019621,0.335160880876,0.423172860186,0.396811406685,0.489966129195,0.239893954763,0.475905958555,0.404685615815,0.479667011973,0.412345643235,0.302772053683,0.392411921534,0.674958511504,0.508514941388,0.431262938874,0.757110997068,0.354072973792,0.350551330622,0.305925476442,0.310592313242,0.54267941173,0.319933884954,0.49526312818,0.439028550816,0.635965249477
383.078069078,0.244988996475,0.241478581443,0.208661700817,0.19583182008,0.219106050064,0.227262579282,0.171603160396,0.193790786644,0.215797963875,0.211752391864,0.232653381597,0.17473995275,0.234369736678,0.66033846895,0.277422283347,0.289488577822,0.194522362169,0.172347963326,0.253351907249,0.200737962364,0.216567599868,0.242295143965,0.1364062218,0.256115444886,0.244284639816,0.189582121413,0.377811818581,0.241303803327,0.217779790277,0.322119053653,0.215962771093,0.245871051782,0.258472298203,0.173741688934,0.18937533913,0.155628205108,0.220880720318,0.146495784386,0.333348369811,0.577251260101,0.573229986168,0.44607665014,0.983797753001,0.450297232258,0.433292893292,0.837577744751,0.641199505077,0.343104934457,0.53620302531,0.440788795544,0.513272408308,0.599527654813,0.306004170402,0.93168048862,0.331408750176,0.434381806061,0.358621117065,0.451807823283,0.261146758328,0.451713257255,0.399228493833,0.503895292587,0.381014004384,0.33725379197,0.358087257769,0.641053253356,0.48125118814,0.392411327151,0.770007369511,0.331695555194,0.334790730758,0.318555520092,0.287540483279,0.481960240513,0.31994950133,0.5030431079,0.399228493833,0.569245605177
383.452328435,0.233234894183,0.257059371907,0.211741076357,0.193849986658,0.242184041417,0.2308357723,0.159445262762,0.155221646774,0.206003126141,0.208991875472,0.196705714254,0.17165599437,0.230455312808,0.686526990361,0.243189870569,0.301797639667,0.19590220897,0.174607798968,0.286140594667,0.222488358689,0.229966639839,0.240401632423,0.140003736258,0.229045088448,0.223075495668,0.204465254556,0.37833622848,0.227423576365,0.203340933076,0.338452658792,0.20054279811,0.256309145388,0.268649049879,0.164503079266,0.16347747997,0.179266573501,0.221156901144,0.140886897685,0.27867052092,0.572356762005,0.606621747629,0.45936947939,0.962664398211,0.449452195307,0.442846149816,0.81829940074,0.611950581134,0.343497762752,0.548097270426,0.410421059862,0.537502836789,0.569263991737,0.329898933154,0.932642529978,0.300263706128,0.419225189072,0.359945108395,0.465019972534,0.249501254769,0.473208235443,0.391831464253,0.464181655847,0.391673939956,0.34717824649,0.392856767238,0.704436945236,0.468483488214,0.392304380251,0.789417123571,0.337131028052,0.319105100603,0.297085307267,0.32440103164,0.558493873138,0.316911857301,0.495229675948,0.420485597663,0.616816308285
