"Wavelength","T.16.100","T.16.101","T.16.103","T.16.107","T.16.108","T.16.110","T.16.111","T.16.112","T.16.113","T.16.116","T.16.117","T.16.119","T.16.120","T.16.31","T.16.32","T.16.33","T.16.35","T.16.36","T.16.38","T.16.39","T.16.40","T.16.42","T.16.43","T.16.45","T.16.46","T.16.48","T.16.49","T.16.55","T.16.59","T.16.60","T.16.91","T.16.92","T.16.93","T.16.94","T.16.96","T.16.98","WI.8.28","WI.9.1","WI.9.10","WI.9.11","WI.9.12","WI.9.15","WI.9.17","WI.9.18","WI.9.19","WI.9.2","WI.9.20","WI.9.22","WI.9.23","WI.9.24","WI.9.3","WI.9.4","WI.9.5","WI.9.56","WI.9.61","WI.9.62","WI.9.64","WI.9.67","WI.9.69","WI.9.7","WI.9.72","WI.9.74","WI.9.75","WI.9.76","WI.9.78","WI.9.8","WI.9.81","WI.9.82","WI.9.83","WI.9.84","WI.9.85","WI.9.86","WI.9.87","WI.9.88","WI.9.9"
380.082693897,0.407834859379,0.484610035661,0.556809415154,0.651403813402,0.351157389411,0.56797031341,0.411311476768,0.55949366518,0.450525215894,0.395175525528,0.328802573883,0.521889927309,0.571538099944,0.601710739615,0.32620311219,0.601885330364,0.504103064638,0.559177008599,0.450155655966,0.394958595213,0.36117352982,0.472516308597,0.443314307467,0.569102342118,0.524950918038,0.464043253617,0.56797031341,0.522035200594,0.400304832708,0.356980309144,0.452253999168,0.418807331207,0.583591143886,0.348323643284,0.368967859782,0.348128892392,0.47316499353,0.591702716316,0.333577661025,0.332261616134,0.404385852155,0.601013077646,0.338405834693,0.403721454552,0.862428464257,0.318133219021,0.648283588166,0.486882084601,0.427602297537,0.430064224529,0.605215960272,0.419265810513,0.396697079324,0.550868649262,0.396044331984,0.36439576195,0.43909255311,0.273859221642,0.548854795729,0.488896752581,0.307453676177,0.354503431882,0.39855187581,0.293410598794,0.486614166961,0.4481899633,0.405828876682,0.458234052094,0.295130579188,0.3012047269,0.494860940323,0.365407632123,0.454984639373,0.40272676005,0.493226203831
380.457242063,0.371488178493,0.468058459964,0.518851939942,0.647822421516,0.403375331032,0.604959313073,0.34344638338,0.444171959811,0.462091357082,0.406878180498,0.341978344297,0.51085097793,0.519439618627,0.593825212995,0.31636841253,0.586386408258,0.460933409326,0.483751149675,0.453291667032,0.357190396309,0.299476802687,0.450648510309,0.41721081256,0.517239912007,0.513888520411,0.467536314447,0.513018481091,0.465843664046,0.382931583655,0.349169956326,0.385948277872,0.442321533143,0.504554670877,0.319604256529,0.377172191287,0.309333300222,0.427081566587,0.508264173236,0.346990057019,0.330694828663,0.377490161635,0.503419630749,0.360950545183,0.343250357883,0.669288429408,0.345707059093,0.623613985885,0.46170503135,0.402139144584,0.392264607851,0.536073249913,0.339542586471,0.339154129843,0.553369414594,0.332220678214,0.379402888161,0.478635408467,0.271514530695,0.511427921863,0.484022075748,0.291923664797,0.329648908222,0.410409512463,0.310876733683,0.48172457352,0.409153169891,0.449896267947,0.408355567312,0.266969498916,0.291488543548,0.463640105762,0.348772796278,0.423176971997,0.344526108041,0.513163366658
380.831754184,0.382613864026,0.422449378344,0.507136808853,0.578329479468,0.365484537439,0.580620412718,0.370006908903,0.49444082797,0.45339074286,0.389004514471,0.312469799965,0.517936872943,0.536062291039,0.611029198659,0.309999202995,0.581277190888,0.468713778191,0.468333540769,0.450341337817,0.328237849552,0.322766925028,0.45584577756,0.454248427262,0.547008320891,0.502452114829,0.475229275767,0.539332148581,0.493768649408,0.373353502906,0.373659021373,0.408981803644,0.407107227624,0.517936872943,0.307280194025,0.333871519915,0.375701322253,0.448400895687,0.518505321299,0.326955122301,0.344123885247,0.352969684152,0.598882736261,0.35035490292,0.374270703843,0.768098477333,0.313887905656,0.628809293297,0.477940800591,0.371018307781,0.386793823934,0.501767431601,0.388582562063,0.359034255193,0.614740384668,0.356284925303,0.404693255113,0.44731319501,0.279508389576,0.51538802289,0.521931725517,0.290304028164,0.33072243118,0.416337236276,0.306668573086,0.455476636457,0.443108956157,0.406557418104,0.458314769326,0.249026018309,0.284374716141,0.47703507663,0.342983255617,0.439181893394,0.35365016809,0.532963863044
381.206230246,0.410673687565,0.466133992703,0.497789015181,0.645504311402,0.34143290014,0.552163714005,0.34744678776,0.557261980457,0.414242963731,0.344205097123,0.31180259704,0.572774146635,0.518461148732,0.629120544699,0.324303573553,0.727025802808,0.48619033095,0.496895536138,0.45778078701,0.340097840736,0.319615823888,0.463056395596,0.433974764974,0.566143567736,0.458714001405,0.509574678884,0.565097974326,0.493719461708,0.40817174412,0.360847469316,0.42751470021,0.42805845198,0.507740551649,0.327313249367,0.357597094502,0.315901718219,0.440868472922,0.485817279117,0.31978540393,0.318599731831,0.393958131108,0.613499199868,0.34143290014,0.435079278494,0.727025802808,0.31313683613,0.597937295208,0.473441285045,0.403519098339,0.431444993839,0.476471963652,0.351807028344,0.361593840253,0.549277066741,0.377765235851,0.409316679307,0.449813976009,0.319955050214,0.544271147044,0.554050376375,0.287437195807,0.32327646748,0.40423957756,0.317332950723,0.494987105579,0.440868472922,0.406511753635,0.492329313773,0.281573017027,0.319361577916,0.464710852766,0.330778613709,0.432323243849,0.342503910502,0.518595169558
381.580670231,0.357184872107,0.454294311142,0.545315681748,0.588077086861,0.373803698374,0.561180813659,0.386224965661,0.488401240585,0.418978469653,0.410580667636,0.328387000718,0.512048856564,0.519582008667,0.625372411488,0.320660892095,0.65547650236,0.507390485816,0.52100106215,0.453740575912,0.370410397228,0.325164787746,0.47891586257,0.469748050111,0.562174135894,0.492859289394,0.511037398798,0.570637946108,0.495775659493,0.397842687779,0.361190896553,0.402735647173,0.38207622434,0.492980414616,0.361190896553,0.371966189892,0.319765690935,0.43067908829,0.493465253608,0.349543129813,0.333307528521,0.354446506696,0.545725844992,0.336929126687,0.411784812073,0.731499229163,0.337098310359,0.669071673672,0.47622672406,0.370775964995,0.408481415276,0.479150489525,0.370227728673,0.337013710284,0.577353221469,0.369315536609,0.392523348036,0.422878115493,0.299126470132,0.550401638221,0.467800281065,0.282248208315,0.372883972317,0.389935687062,0.31935939052,0.458414043568,0.384711742938,0.369406669646,0.429945039734,0.273463844362,0.302004405949,0.47285963328,0.36478309637,0.475644325579,0.372883972317,0.542998712125
381.955074123,0.352386233998,0.480840188918,0.510635374189,0.603098086879,0.409878321551,0.582793478443,0.391525775823,0.531656700144,0.445148226151,0.412838238238,0.341032558707,0.52814418952,0.558544926265,0.612250943661,0.329968154029,0.612402609275,0.529019657455,0.520466128723,0.516190941095,0.378230925197,0.374882046933,0.500552979287,0.434645934443,0.616211566176,0.506574285085,0.521695380837,0.54691016214,0.547955081699,0.425968732272,0.352469599864,0.424391628471,0.440324392876,0.536469578305,0.338038249663,0.35138708981,0.33258845961,0.398143724558,0.523175090895,0.338038249663,0.328151184924,0.393903973958,0.543919947339,0.371820234097,0.389342015184,0.748454728958,0.360633112147,0.627528821656,0.468142229513,0.390432522931,0.419305238562,0.547040639678,0.372256316553,0.375760830078,0.555873158491,0.371384589079,0.375760830078,0.440018300195,0.270918675275,0.479274355971,0.531656700144,0.320648340366,0.330760517835,0.42223241982,0.303406441987,0.449192062171,0.43869438587,0.420083893153,0.447009934331,0.28091414519,0.303555402538,0.497049643684,0.402612388878,0.455805012262,0.380626182216,0.55867894709
382.329441906,0.350583172715,0.478361159196,0.542341730825,0.575846741638,0.365869789949,0.577770834262,0.342415397729,0.465196442713,0.452419073864,0.395525086544,0.344744921482,0.49854367728,0.557060610096,0.572159893207,0.303733157866,0.609775433328,0.504436815083,0.476830026221,0.505135412256,0.357246406562,0.368839481479,0.477923141528,0.424538735477,0.552228536243,0.493409438662,0.518266383206,0.557060610096,0.546679608365,0.382065114053,0.35427234104,0.442622542351,0.38691958925,0.503623202809,0.369009793042,0.32861709919,0.352300885495,0.428427675561,0.514439975353,0.343538435434,0.351318503591,0.371915355313,0.515632110282,0.335343206158,0.436311613088,0.751184433299,0.306969784839,0.705981715411,0.482655143928,0.407829389555,0.411852829454,0.497855595042,0.377611668257,0.353121237991,0.590347808203,0.369180171421,0.381100696719,0.454073531034,0.290524679878,0.573249033545,0.553008472666,0.296681941839,0.310975261912,0.394349728636,0.3106772897,0.442925362456,0.417815776427,0.414682119472,0.470543647445,0.282006758351,0.286914092845,0.453659325488,0.355756827991,0.427354740866,0.341535043737,0.502927031971
382.703773563,0.375971321837,0.464646644627,0.521615035906,0.647606608138,0.393533020327,0.527259885246,0.351681860036,0.470215921142,0.423608112803,0.402054900863,0.338531026817,0.507702626602,0.516966401938,0.67152171206,0.304063825355,0.664483810644,0.516042616465,0.500742989975,0.540235623327,0.355650221729,0.34743636967,0.440141993079,0.438884709434,0.580726751463,0.492907709938,0.509289713398,0.554114402634,0.460668346745,0.383216751851,0.377897242873,0.400903042947,0.431606395621,0.485856439437,0.304985217502,0.350025900859,0.332215288356,0.425945296799,0.49830000767,0.347592872188,0.313439253646,0.401700157545,0.576728921926,0.380337815127,0.419063398695,0.664483810644,0.318313704731,0.677001317501,0.433700761495,0.379410465595,0.434560467118,0.559818045589,0.401700157545,0.35869061556,0.585979563147,0.352947794929,0.35342347349,0.439754748754,0.294332309464,0.552731498209,0.5261958721,0.261925150558,0.356049059558,0.406782811896,0.302932481226,0.468454915464,0.442764962915,0.398960677724,0.448552371977,0.258532957711,0.328679220203,0.456726160991,0.361267560525,0.439561255998,0.357808310463,0.540601653254
383.078069078,0.354817343418,0.428696446666,0.505882420584,0.626680228245,0.3554257056,0.616289240602,0.37257777488,0.495988695274,0.399773435688,0.402054976301,0.322182369355,0.526485667054,0.533194368181,0.638638668944,0.320213095456,0.655163948725,0.49609388953,0.52942928013,0.523001852555,0.344380860051,0.353073034239,0.444474031966,0.479578801464,0.617261593919,0.492949093153,0.506205356141,0.561849966989,0.497780472162,0.409834103259,0.380728526933,0.431770150667,0.395830234514,0.55468743583,0.341718283362,0.312561969799,0.35474135803,0.396331632856,0.524459406076,0.314981829099,0.329504309152,0.387066332503,0.572631978855,0.321618807905,0.363800684019,0.700887719461,0.311047787821,0.656684056969,0.480795881612,0.392999859845,0.400279409899,0.570129554865,0.403582689557,0.350507255727,0.564797678409,0.346761377046,0.390352723379,0.440013017966,0.281373228118,0.547285866393,0.512496445156,0.292684635342,0.358020794584,0.41225598675,0.305450076325,0.487345215635,0.396331632856,0.410351942528,0.471849330107,0.312837843705,0.289469325707,0.471252771659,0.391178221597,0.421903474131,0.336660192724,0.543514493054
383.452328435,0.368371645719,0.456136763238,0.488006398005,0.642183245357,0.386956309162,0.521261490972,0.369027074759,0.453118968061,0.465864213452,0.376080565999,0.340061027849,0.499761870716,0.459803981765,0.629652707524,0.30371797297,0.644650834279,0.522712595603,0.489446526931,0.492438012804,0.326701198316,0.322752441166,0.463683650803,0.446883918451,0.567628776119,0.439106849636,0.486189063527,0.574475510958,0.482861120178,0.387868692863,0.383099921226,0.401946790277,0.438422247355,0.489062025372,0.315733912831,0.317736911091,0.363523185751,0.397644098774,0.543445310544,0.351178800338,0.327760292228,0.361369654981,0.582145630528,0.336530158953,0.40916075515,0.695958047549,0.345687927153,0.643004218157,0.479840585633,0.36337928433,0.448718783694,0.51909388478,0.36771720435,0.341084905294,0.547273645841,0.334708083247,0.361083322693,0.441942297022,0.256301972087,0.545847750315,0.522608784325,0.293615483832,0.329952864452,0.412450576657,0.306864592169,0.463411848677,0.440823091672,0.371878753461,0.442114738748,0.281115634864,0.315411711999,0.47712125472,0.358657090227,0.428698514891,0.358728256877,0.478057032892
