"Wavelength","CC0.625","CC10.00","CC2.50","CC20.00","CC40.00","CC5.00"
380.082693897,0.0340566162193,0.230405249551,0.137163210506,0.396914879971,0.556180230717,0.15707862842
380.457242063,0.0140048841356,0.234203890147,0.12026640189,0.352360380091,0.591910100931,0.153462690277
380.831754184,0.0429035764855,0.185280484873,0.127329803774,0.33807485452,0.605260662289,0.147855198352
381.206230246,0.041295229593,0.233399158895,0.108443045294,0.365910545231,0.597937295208,0.163089255755
381.580670231,0.0451738920649,0.22223825142,0.118868914775,0.378152694054,0.547782492001,0.151329323178
381.955074123,0.0716628416635,0.239662900998,0.140572110643,0.351470264086,0.630998149693,0.187839300526
382.329441906,0.0307807460689,0.227567091783,0.111151969449,0.369862354136,0.682218278242,0.154392438202
382.703773563,0.0448444428783,0.23957165759,0.130149248364,0.360621889368,0.584626619741,0.148016398072
383.078069078,0.0567994544742,0.226642037542,0.112703036861,0.403412678014,0.650035020624,0.149416884703
383.452328435,0.0372620094457,0.220334984998,0.124046428546,0.347279384854,0.600008349419,0.144374212729
383.826551617,0.0292519039609,0.223463117967,0.126712874843,0.370660734234,0.560163028153,0.145364797246
384.200738608,0.0455987426902,0.221690001746,0.111725157985,0.364724146292,0.632133805546,0.139510086943
384.574889391,0.030770182587,0.239556459364,0.128774089427,0.382643891817,0.651992879993,0.142938999066
384.94900395,0.0296726281964,0.231988162975,0.108326555318,0.346243355715,0.623598261475,0.120029432025
385.323082269,0.0313256705269,0.205031756882,0.117176860329,0.362465914743,0.565454688979,0.14232550658
385.697124331,0.0412286311118,0.223492707534,0.123445238111,0.350130279152,0.625712713279,0.162363304141
386.07113012,0.0387330031395,0.225178515515,0.119492031492,0.371234930742,0.647107269986,0.146953339159
386.44509962,0.0389323447528,0.222229676298,0.110690928014,0.382290590303,0.645008961076,0.125045362405
386.819032814,0.037306328033,0.225121585661,0.116898833297,0.386885686525,0.673977091011,0.150891341684
387.192929686,0.0381243123417,0.236438935462,0.111690054368,0.364765321711,0.6438640078,0.146321061046
387.566790219,0.0356313023102,0.222898563046,0.122286169283,0.38130572848,0.659978920733,0.139099668293
387.940614397,0.0451428078169,0.232803345518,0.106244333089,0.388918940917,0.625957021177,0.148916452846
388.314402204,0.0267055441749,0.228213665413,0.11995723014,0.37274780121,0.623014218954,0.140785482501
388.688153623,0.0298046995396,0.22260653056,0.125748232615,0.372607196997,0.672583374456,0.14793511275
389.061868638,0.0390756536506,0.230300655835,0.116745181925,0.383605502752,0.674200431132,0.14962858839
389.435547233,0.0420919595294,0.244327269333,0.124901769308,0.387777221611,0.668104621868,0.14476128399
389.80918939,0.0340370672406,0.217191256657,0.119231920913,0.373611004412,0.624601547473,0.137060514212
390.182795095,0.036865319099,0.224546960368,0.105099671137,0.373766073023,0.648523457126,0.140450113976
390.55636433,0.0313755182415,0.21456958673,0.115948902006,0.394018268713,0.648925796856,0.142723403354
390.929897079,0.0369943946493,0.223195344205,0.116989987347,0.371724144454,0.642695358894,0.128354008945
391.303393325,0.0362253511971,0.237335658039,0.122956267059,0.379524753627,0.616858159097,0.150264809135
391.676853053,0.0294246139398,0.225570212264,0.108979073981,0.35706734444,0.629493469954,0.132988785727
392.050276246,0.0312908636784,0.22058969606,0.114628313802,0.372543824401,0.656171851551,0.136065482479
392.423662887,0.0339577761498,0.220326796372,0.11523823559,0.380528181459,0.64240974882,0.126839371948
392.79701296,0.0248450871777,0.217789393072,0.108654786198,0.371066249556,0.648278845042,0.139745788754
393.170326449,0.0312643593962,0.222641165322,0.117319104378,0.394507711961,0.643968598396,0.144410013058
393.543603338,0.0283653794057,0.22548451977,0.113814719156,0.377224235668,0.646464324656,0.133861935682
393.916843609,0.0235572012601,0.231397542365,0.111228251812,0.372544757728,0.644835912778,0.129408747286
394.290047247,0.0326291250547,0.221477693282,0.118894859266,0.367399391268,0.631380906525,0.133363275422
394.663214236,0.0261190910423,0.224695961216,0.116989632503,0.374565898136,0.62989626894,0.131752269683
395.036344558,0.030915682208,0.226121806719,0.108970671146,0.379230717644,0.647863762059,0.136315608323
395.409438197,0.023759660672,0.224087618928,0.108707085385,0.376225901588,0.636729282338,0.13173875959
395.782495138,0.0238039885545,0.223656986107,0.104010929457,0.37005307723,0.646227710991,0.132134603897
396.155515364,0.0241453719401,0.214549307888,0.112901087091,0.369145126171,0.62405532897,0.132905952168
396.528498858,0.0201005026672,0.223963582339,0.10230885682,0.373535041115,0.636740784477,0.123338508418
396.901445603,0.0278437283116,0.220771469951,0.109985676358,0.370218774326,0.640231508973,0.13521829478
397.274355585,0.0312548268637,0.225578278007,0.107564054672,0.370599118263,0.628198491774,0.131254811062
397.647228786,0.0287214400901,0.219318470135,0.11040204906,0.369726985104,0.636885137104,0.132002924495
398.020065189,0.0206301611216,0.215587568741,0.107562286267,0.366905367691,0.63672959589,0.126399724415
398.392864779,0.0273030412226,0.217568623467,0.109664902973,0.374511501152,0.635891713898,0.125085524475
398.765627539,0.0196693105754,0.210510498102,0.106153966555,0.359278020058,0.626691239725,0.124267250907
399.138353453,0.022281041535,0.214049349372,0.103704017562,0.36764279979,0.6205580745,0.126758531244
399.511042504,0.023245074679,0.218474362584,0.104066333932,0.37032042623,0.634457610832,0.12867669118
399.883694676,0.0195531142751,0.212564975798,0.100239285102,0.355032130564,0.624113833586,0.1232360985
400.256309952,0.0223509652264,0.215845148175,0.101030711876,0.35660404712,0.616900056561,0.127860162224
400.628888317,0.0210457048237,0.210095917148,0.104015705036,0.358846119477,0.615770171874,0.123976338219
401.001429754,0.018028446344,0.211283932204,0.102495742735,0.358539194907,0.610207409382,0.120007578509
401.373934246,0.0207801746657,0.204974456,0.101439669903,0.359700501211,0.616802087361,0.12430182433
401.746401777,0.0172426242402,0.20836856221,0.103743902269,0.357778281451,0.61319463216,0.124988557209
402.11883233,0.0195372206492,0.21256977821,0.104051515332,0.356971900955,0.618229537316,0.123230076689
402.49122589,0.0182243188734,0.206212260266,0.0997790030806,0.349991262436,0.606420819512,0.120757666407
402.86358244,0.0206942637013,0.20859317877,0.103582065747,0.352822139117,0.610384396852,0.123923887145
403.235901964,0.0176699765062,0.206645578454,0.098939320296,0.352514660713,0.60648892262,0.119434160511
403.608184445,0.0180421761575,0.206248855479,0.100153372944,0.346942082949,0.610980204032,0.122967470481
403.980429866,0.0144522647619,0.203963800652,0.100525971536,0.34788775931,0.600456897565,0.119378643124
404.352638212,0.0199045239409,0.20306576742,0.100678429324,0.349096906455,0.60596723716,0.119763384095
404.724809466,0.0147125389914,0.203969778539,0.100305860338,0.349227653293,0.594040203035,0.117958494197
405.096943612,0.0167327852007,0.201683296193,0.0979015184179,0.345563471503,0.597725876391,0.115242868544
405.469040632,0.0156204851042,0.202210180956,0.096707594318,0.345313973865,0.593163151293,0.119110221347
405.841100512,0.0137419332127,0.196829289703,0.0958139181304,0.341935380871,0.5845170454,0.11684834295
406.213123234,0.0180524332557,0.200936111991,0.0977437097673,0.342345208936,0.593546703538,0.117458432915
406.585108783,0.0144606388571,0.195619497991,0.0927173132907,0.342168164673,0.586678565821,0.117278900019
406.957057141,0.0145037976322,0.194611681683,0.0950103010982,0.340036123884,0.580684768279,0.115784524673
407.328968293,0.0138710908393,0.19826465816,0.0962307561867,0.340554579446,0.581149865348,0.116654910622
407.700842221,0.0160215301555,0.199869840085,0.0982406328827,0.340649717934,0.577611369531,0.120560973371
408.072678911,0.0119457329607,0.200281905525,0.0919360333588,0.335731499522,0.573360063191,0.114174981896
408.444478344,0.0172688703856,0.201986364002,0.0960395588453,0.340518054895,0.578647075333,0.1171719831
408.816240505,0.0128137291173,0.196349741824,0.0959897083021,0.338481728377,0.571155559079,0.113368349415
409.187965378,0.0126748539183,0.194898923264,0.0954604389133,0.336736413583,0.571492065329,0.117255403338
409.559652946,0.0112044326901,0.197195188672,0.0943707251503,0.336504850289,0.569104944597,0.116646202537
409.931303193,0.0132436234696,0.192228811723,0.0947168149419,0.332543726318,0.561743780866,0.110326916857
410.302916102,0.0139785311904,0.194895835708,0.0933884960412,0.336026933848,0.565765510787,0.110956169672
410.674491657,0.0119551731282,0.191097229727,0.0918253160443,0.332643726935,0.561614627204,0.116138523665
411.046029842,0.0111644887584,0.192914013882,0.0909803167998,0.332506626725,0.559063903562,0.109332726099
411.41753064,0.0119613133354,0.19349540075,0.0955846998783,0.331342406772,0.557903821261,0.11222344037
411.788994035,0.0147530945359,0.195641258404,0.0959970988274,0.334592760074,0.558161834634,0.116245992671
412.16042001,0.012353567598,0.191100467582,0.0936213582983,0.330908875341,0.5525016322,0.113524384025
412.531808549,0.00878109776089,0.189843090892,0.0915484382519,0.327578911504,0.551392779654,0.109509617523
412.903159636,0.00999378337355,0.189773566792,0.0910977594357,0.329826181409,0.546052087965,0.108578453356
413.274473255,0.0109845789519,0.19189814848,0.0922287815394,0.330095044933,0.54571191735,0.113150352863
413.645749388,0.0117216482822,0.188620666104,0.0901743767616,0.326600857292,0.544438989254,0.1092679517
414.01698802,0.00808055940027,0.187096105361,0.089464328175,0.326563866067,0.546110323902,0.108435136128
414.388189134,0.00845153843399,0.185746529222,0.0881752862542,0.325974597569,0.540911898792,0.108235195695
414.759352714,0.0066957601102,0.182265843188,0.0858227465214,0.321526088774,0.535805207368,0.106186515099
415.130478744,0.00600916778485,0.186859245194,0.0875550646801,0.325429044812,0.536073611809,0.105305805901
415.501567206,0.00742327597519,0.182876766099,0.087208488762,0.324257143987,0.536972240823,0.106543263359
415.872618085,0.00656227590245,0.181823619777,0.0855582882565,0.318068756942,0.530453595467,0.107855131092
416.243631365,0.0100871317375,0.17847167891,0.0844648444952,0.319414848398,0.529277728682,0.106066234685
416.614607028,0.00580153922716,0.180165198824,0.0847258425913,0.315745421115,0.526925621392,0.105047454566
416.985545059,0.0080492362845,0.180421409209,0.0852196475041,0.319320129502,0.529732375702,0.105014546593
417.356445442,0.00874750792268,0.178504520227,0.0840562828409,0.31379244694,0.520669238298,0.105796286909
417.727308159,0.00642682066639,0.180832104237,0.083919014457,0.312009290117,0.524087633097,0.106210399962
418.098133194,0.00669547329852,0.175830368585,0.0831115345464,0.311440176961,0.514431742817,0.101290919981
418.468920532,0.00561568621848,0.177034604337,0.0838333683298,0.310852771664,0.517461716698,0.103913038495
418.839670155,0.00732373422006,0.177807190839,0.0847145427709,0.310643171234,0.516869027672,0.105507794081
419.210382047,0.00677623920848,0.175183863351,0.0864912549851,0.308272626228,0.51381806533,0.10335607961
419.581056193,0.00563624518078,0.171459950788,0.0821240445788,0.305255687373,0.512872849249,0.100078104459
419.951692575,0.00713902414501,0.172726817408,0.0829170378606,0.305934536137,0.512508960829,0.100571345601
420.322291177,0.00704349527195,0.171984361111,0.0834167724483,0.301071570075,0.506238018001,0.101863542731
420.692851983,0.00345950216933,0.168892438588,0.0803065505058,0.298081470301,0.500540297667,0.0987592561787
421.063374976,0.00295818683352,0.167158960269,0.0786110857157,0.294707623739,0.498766030197,0.097338869605
421.43386014,0.00556106064813,0.170307525447,0.0800319438953,0.295602749512,0.495536162989,0.0982973386216
421.804307459,0.00427860883979,0.166765916012,0.0801197436175,0.291869453629,0.496930818139,0.0983037880267
422.174716917,0.00507522680478,0.165259838166,0.0783544292079,0.291796198531,0.492681557321,0.0967616700105
422.545088496,0.00307680357704,0.162472071725,0.0774454250011,0.288014029599,0.49277010217,0.0970365213651
422.91542218,0.00412337072091,0.163792781074,0.0763214557774,0.286400390396,0.485637736222,0.0971222635069
423.285717954,0.00267356753357,0.162334192644,0.0792758334601,0.281564126499,0.487889045256,0.0936336982419
