"Wavelength","T.16.100","T.16.101","T.16.103","T.16.107","T.16.108","T.16.110","T.16.111","T.16.112","T.16.113","T.16.116","T.16.117","T.16.119","T.16.120","T.16.31","T.16.32","T.16.33","T.16.35","T.16.36","T.16.38","T.16.39","T.16.40","T.16.42","T.16.43","T.16.45","T.16.46","T.16.48","T.16.49","T.16.55","T.16.56","T.16.59","T.16.60","T.16.92","T.16.93","T.16.94","T.16.96","T.16.98","T.19.91","WI.9.1","WI.9.10","WI.9.11","WI.9.12","WI.9.15","WI.9.17","WI.9.18","WI.9.19","WI.9.2","WI.9.20","WI.9.22","WI.9.23","WI.9.24","WI.9.28","WI.9.3","WI.9.4","WI.9.5","WI.9.61","WI.9.62","WI.9.64","WI.9.67","WI.9.69","WI.9.7","WI.9.72","WI.9.74","WI.9.75","WI.9.76","WI.9.78","WI.9.8","WI.9.81","WI.9.82","WI.9.83","WI.9.84","WI.9.85","WI.9.86","WI.9.87","WI.9.88","WI.9.9"
380.082693897,0.852716468308,0.706755543957,0.697658595744,0.733467688841,0.783991147472,0.855454038267,0.670944701037,0.647963438698,0.680279150727,0.633605288651,0.849221902885,0.772496860781,0.650403301755,0.690086644603,0.688481117888,0.619706679134,0.65064804365,0.579663219166,0.673001753939,0.623139854973,0.71434289385,0.634547870642,0.638338790354,0.728460508118,0.669663973238,0.626368825103,0.640964376422,0.671972009575,0.640725029774,0.632195240393,0.818254351342,0.804432307714,0.764469007769,0.630088714928,0.729339943751,0.757525198073,0.732875603566,0.632899692262,0.701219529138,0.648693959445,0.67351754317,0.621763326144,0.731988986419,0.624059970745,0.687147698106,0.671201300443,0.729339943751,0.727290690624,0.705642681127,0.729633485149,0.645295326815,0.632195240393,0.668642103398,0.724379858803,0.710111345447,0.760983225247,0.79579793819,0.757212193027,0.631726239827,0.697385883345,0.578210380834,0.699572392592,0.576349558974,0.638100885948,0.67429237742,0.682381003502,0.729927225087,0.704809901424,0.668642103398,0.682117714932,0.708430203418,0.668387011184,0.708709942224,0.74548213363,0.673775667684
380.457242063,0.986850275632,0.881696489313,0.660492298572,0.938113953061,0.838800764648,0.803590040128,0.758370947117,0.713653683357,0.778937303959,0.782583794583,0.789225640835,0.815670791188,0.800526221552,0.768532394911,0.695001071174,0.684065552402,0.800908018924,0.773883113295,0.818445845243,0.782217764657,0.873945095943,0.677116692446,0.681736890083,1.09174549896,0.840052936054,0.679709503025,0.597791854239,0.791462355557,0.665776766689,0.805130093096,1.02479870933,0.836307200964,0.789225640835,0.76149913218,0.930840908987,0.750137629789,0.937067459827,0.743059332539,0.872591449709,0.656639217058,0.78552319316,0.727300887889,0.861911539024,0.844253108849,0.859282099214,0.774242182751,0.812520862733,1.04242088788,0.70072546564,0.756297938494,0.696800636519,0.764650012859,0.803205878686,0.742725131305,0.726334715117,0.785154678516,0.863232253114,0.822842789658,0.726978591412,0.654180166551,0.748441827237,0.610662579536,0.696500190653,0.728592470943,0.718997946375,0.842147944854,1.09549267046,0.756642753504,0.72601313459,0.823647038929,0.801290152237,0.660215941908,0.76149913218,0.70899215937,0.828504064187
380.831754184,0.859476817708,0.949881210668,0.922145500335,1.17294671568,0.826507500913,0.881597443639,0.905375290085,0.994829420714,0.853179542342,1.13226670282,1.08005878622,0.758107285221,0.868449280586,0.72460912602,0.788620960445,0.783265843496,0.850271773112,0.780436553477,0.930530776373,0.642390303197,1.00122905333,0.79842978476,0.780436553477,1.19710526267,0.946251265508,0.669377081659,0.900235650433,0.877170346364,0.705506184583,0.802861399559,0.906787631109,1.08714368203,0.787544641475,0.746217111892,0.826899640427,0.904436274624,1.00005844754,0.742971248637,0.962562242427,0.702255240991,0.879821185613,0.727720131313,0.848206650429,0.814523537226,0.864153553358,0.804721335943,0.853596531795,1.02843802169,0.757103908999,0.872787922882,0.790781633966,0.81950887079,0.933028163829,0.715104243334,0.826507500913,0.931029106298,0.877611030808,1.03535668981,0.75576966991,0.825724282519,0.694088280719,0.795500299913,0.868449280586,0.937054097474,0.87148177308,0.821054404385,0.87322418056,0.863726308383,0.792953110899,0.722136268196,0.84166348362,0.71268476921,0.899307670418,0.886519947962,0.870613183826
381.206230246,0.829211848927,0.783170830051,0.772773730018,0.934624549959,0.823926252466,0.740100101372,0.819050401133,0.728700641628,0.686388381879,0.790243139263,0.841800976235,0.75568052519,0.701446124424,0.589580447725,0.705960384691,0.622441027023,0.673566021534,0.796774006422,0.71377116265,0.683083813249,0.806421695361,0.64690202961,0.666440237927,0.703034040203,0.753888385858,0.69229724149,0.720619215004,0.678298844488,0.691005850464,0.629546207698,0.790567360616,0.853639378236,0.729263563913,0.65799301032,0.715677757981,0.66063019165,0.836360890717,0.705426853319,0.769980829834,0.67158858166,0.70250408958,0.676050550518,0.70622739637,0.689718288057,0.629546207698,0.762315708837,0.734078093945,0.821829895305,0.729263563913,0.734362970624,0.764143037543,0.734933285193,0.793822956685,0.735504349683,0.686388381879,0.702239356575,0.707029417802,0.803070641066,0.654422468296,0.703034040203,0.675552506333,0.774958471509,0.695672940557,0.699600864365,0.675055032645,0.671835269814,0.728419453867,0.692814875022,0.772773730018,0.75508232333,0.732089172331,0.752400565006,0.73237274693,0.700654338458,0.702768984057
381.580670231,0.912019286667,0.827036310496,0.767204401879,0.799458066506,0.831172479683,0.723724475235,0.849565548511,0.775350490662,0.741949295341,0.751068674644,0.89045269418,0.744494825479,0.745915482559,0.698765702565,0.670115088869,0.722104978708,0.733847072591,0.708316694223,0.799780123978,0.664888286939,0.836398709801,0.692932754689,0.680516400682,0.80107074746,0.944942702834,0.712249360533,0.822599471699,0.771107524082,0.734678258456,0.653468026215,0.958658405305,0.87716091653,0.833255430831,0.699276637308,0.788020242777,0.926872035458,0.969951639204,0.750205551838,0.901712811487,0.857220118564,0.869528128116,0.802689439165,0.804965791343,0.798814667155,0.749344141013,0.77687593825,0.794974160343,0.926009484068,0.796570246233,0.831865687303,0.746200172495,0.8102141269,0.729440749624,0.769301723219,0.760972532654,0.807254137905,0.709623630153,0.848482969267,0.795292908601,0.747626428233,0.678806096714,0.789590929776,0.785207242415,0.680271658786,0.767204401879,0.664652193168,0.781793691936,0.907041644992,0.838506939582,0.818543773911,0.921722238177,0.808238561028,0.903754632276,0.77748762072,0.69978817386
381.955074123,0.881937466046,0.906553402394,0.884297767953,0.978161467093,0.911564548167,0.950193950523,0.838303669116,0.83688672012,0.876092230005,0.975720232549,1.14075525191,0.773491008998,0.736314130578,0.678848537418,0.780267372433,0.749415154257,0.796073137253,0.830567044602,0.75582337153,0.780267372433,0.917910902919,0.724142023523,0.728528873772,0.96991665645,1.00544008552,0.714697533988,0.910306330536,0.781199668638,0.811474102693,0.703889040623,0.897920667501,0.891055804723,0.861627097698,0.749704394682,0.911984765406,0.995645492158,1.05979774784,0.845819459585,0.916634191126,0.878810219541,0.826404445816,0.828827777232,0.925217365394,0.840081381307,0.952034184132,0.773491008998,0.764417674487,0.89996057018,0.793185316981,0.751734489446,0.865009763295,0.904069347107,0.893063642242,0.800278628786,0.805511155719,0.769233185855,0.847990936519,0.952495463498,0.903244476049,0.702329633268,0.771052858134,0.786206000524,0.768326200878,0.753190389173,0.85901423088,0.779957051247,0.799304509913,0.912826421642,0.835122010329,0.870324622237,0.967999238404,0.725781903944,0.958069372932,0.816506540021,0.769838896528
382.329441906,1.01364175622,0.844648950489,0.8563251877,0.870171318728,0.790866676037,0.73971415359,0.828879620544,0.874263202789,0.72781493029,0.78718098646,0.843254745497,0.748297875115,0.681311137503,0.697673899548,0.807530035633,0.651220105272,0.878394007214,0.766866399634,0.795830095569,0.669722957713,0.79551821442,0.702932069355,0.649434719481,0.942957658689,0.798647150734,0.633473448073,0.783223140446,0.691496064482,0.732643454812,0.606627063849,0.876887346615,0.922435991545,0.806569560899,0.703688460516,0.889863718249,0.813662872704,1.03583681476,0.779601483751,0.787793099996,0.836007708749,0.757054678409,0.722775731674,0.724625482796,0.691741497934,0.772151996095,0.707235809729,0.68880541138,0.709020409465,0.684679643446,0.722512123482,0.714418634705,0.765700507707,0.790558337734,0.813662872704,0.77097184732,0.738345433636,0.737253555042,0.965879707416,0.758770129547,0.751384957129,0.705205206465,0.679397942858,0.755914797225,0.729686315995,0.848506254248,0.800220113272,0.705711967878,0.84221202115,0.66231871688,0.712354248254,0.839098785726,0.783526312872,0.824524915131,0.829890783939,0.763667697995
382.703773563,0.875341432533,0.968388163,0.805035315194,0.746940238961,0.748627757805,0.793366595327,0.789634145867,0.81252572828,0.65355736301,0.802020320882,0.872440753597,0.880546522338,0.752022595162,0.67851794815,0.714944644602,0.665359569782,0.752266102027,0.745259251861,0.741916672004,0.638491411412,0.803388178648,0.692087492898,0.686190096026,0.829648622066,0.864483504945,0.590285394767,0.848993472088,0.762369294531,0.747662658559,0.662973330362,0.903391715094,0.809736415661,0.734371735545,0.74742171848,0.83052274745,0.783309357162,1.05745674162,0.761124540219,0.881529460099,0.766628345793,0.652781836943,0.703910146502,0.81420795562,0.751779224754,0.871798780853,0.724892480465,0.776302362613,0.791763044649,0.734371735545,0.788044292419,0.791496360894,0.749595006494,0.748386281857,0.766376653823,0.703256908251,0.763617626755,0.730879667827,0.812805647389,0.805861232049,0.786987614326,0.733204590306,0.819294090963,0.736245716799,0.745019641107,0.717635171423,0.766880183713,0.776817539995,0.824728205427,0.781481845374,0.766628345793,0.791763044649,0.7812213989,0.786196789558,0.778884382596,0.697851131687
383.078069078,0.910060157935,0.863587190306,0.867140381789,0.837674768404,0.7717249125,0.826603624053,0.768094967339,0.86166126927,0.881986682469,0.762961403053,0.815519617268,0.835860164865,0.83737180747,0.716311744497,0.714938841936,0.696817308652,0.726514540048,0.730048281936,0.63827790858,0.725109055062,0.793344032046,0.731469869071,0.699895864706,0.813221757505,0.964131487969,0.648155265687,0.692673870165,0.67252968049,0.71197902536,0.661886681774,0.804430645102,0.831356552278,0.790888071787,0.793891692248,0.777755056515,0.779077110754,1.02590524481,0.77355132635,0.823659243406,0.791160271408,0.866168442968,0.778283395366,0.908273670504,0.817540266558,0.85467174123,0.762706310839,0.789529626882,0.770165505144,0.709264676013,0.8540418724,0.844393945047,0.729103135792,0.826308286074,0.89148725312,0.743989202167,0.845009965692,0.817540266558,0.854987018544,0.827194903221,0.707464489054,0.733611013006,0.784942441525,0.72115137225,0.803309160988,0.777227359632,0.791432641741,0.814656494462,0.728867170297,0.788987436447,0.729811802495,0.770165505144,0.79471447964,0.880311807728,0.780403201805,0.722311657422
383.452328435,0.915967817676,0.884705282987,0.933754680347,0.858586263606,0.809815680353,0.815862916412,0.849818447562,0.912150582313,0.809815680353,0.857061886885,0.969698541028,0.806281496051,0.795848296564,0.693005134825,0.766466989262,0.726604145344,0.767951758167,0.863191762565,0.796377278946,0.682698659645,0.886330030419,0.706779961787,0.691547420019,0.887960879057,0.977258599229,0.75911834554,0.785659868538,0.756454696654,0.727055126155,0.704632111306,0.831359984835,0.948152501048,0.952680373323,0.763022142448,0.828500892996,0.944415003954,1.16763043738,0.760578160299,0.914923421625,0.842988376476,0.808725172606,0.798765705582,0.937767509653,0.831934068834,0.889926015812,0.725029390252,0.775452712882,0.852219528906,0.755008653758,0.903936730255,0.820034845535,0.835684227151,0.774948598511,0.86257486689,0.854029091865,0.894214564344,0.807365877343,1.02471412573,0.786952797393,0.75839027415,0.792425527551,0.771186277997,0.773188792124,0.755249326793,0.867223086237,0.824247240168,0.92726717326,0.848324485022,0.75863282902,0.794001915785,0.826510669301,0.722566254338,0.859197515616,0.750937487362,0.77444506862
